"mzn","dzn","solver","timeout","nJ","nM","nA","mode","case","learning","UTIL","disp","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"Spread","ta49_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"Simp","maxeff","TRUE","11083","400171","-11083","FALSE","1199578","263310","29","464480610","3050","608","263310","155260","28","FALSE"
"Spread","ta72_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"LB-TL","mindis","TRUE","35378","271942","271942","FALSE","9820","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","12","FALSE"
"Gini","ta57_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"LB-TL","mindis","TRUE","18643","1166","1166","FALSE","1199470","259515","4","196879133","3813","760","259515","196924","3","FALSE"
"Gini","ta54_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"LB","maxeff","TRUE","17946","1682","-17946","FALSE","1199502","226625","63","231055421","3817","850","226625","194006","62","FALSE"
"Spread","ta39_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"LB","maxeff","TRUE","10755","241504","-10755","FALSE","1199654","283091","39","324393465","2293","456","283091","213763","38","FALSE"
"Gini","ta75_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"LB-TL","mindis","TRUE","35585","1610","1610","FALSE","18230","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","25","FALSE"
"Spread","ta56_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"LB","maxeff","TRUE","19567","356864","-19567","FALSE","1199484","228432","72","207466709","3807","777","228432","294720","71","FALSE"
"Spread","ta55_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"LB","mindis","TRUE","17815","18958","18958","FALSE","1199487","223862","6","221338532","3807","827","223862","181819","5","FALSE"
"Gini","ta65_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Simp","maxeff","TRUE","20221","1900","-20221","FALSE","1199355","140743","54","265031950","5064","1013","140743","121301","53","FALSE"
"Spread","ta57_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB-TL","mindis","TRUE","13139","37162","37162","FALSE","1199516","189641","4","207433811","3811","763","189641","730910","3","FALSE"
"Gini","ta71_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"LB-TL","mindis","TRUE","33742","1299","1299","FALSE","17770","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","17","FALSE"
"Gini","ta62_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB-TL","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta31_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Simp","mindis","TRUE","8710","39","39","FALSE","1199689","326905","14","342061947","2291","453","326905","208108","13","FALSE"
"Spread","ta36_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","9344","1293","1293","FALSE","1199664","294226","17","334146029","2299","453","294226","176400","16","FALSE"
"Spread","ta78_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Simp","maxeff","TRUE","28538","1199216","-28538","FALSE","23090","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","117","FALSE"
"Spread","ta72_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"LB-TL","maxeff","TRUE","35610","933176","-35610","FALSE","41500","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","141","FALSE"
"Gini","ta70_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"LB-TL","maxeff","TRUE","22741","1752","-22741","FALSE","1199319","182035","64","251602035","5058","1013","182035","254688","63","FALSE"
"Gini","ta57_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"LB-TL","mindis","TRUE","15431","1420","1420","FALSE","1199473","122238","2","226164558","3809","764","122238","86321","1","FALSE"
"Spread","ta59_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"LB-TL","mindis","TRUE","14082","2205386","2205386","FALSE","1199506","181977","3","210995166","3809","1697","181977","547758","2","FALSE"
"Spread","ta46_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"LB-TL","mindis","TRUE","11335","0","0","TRUE","796630","205254","14","307317449","3052","603","205254","161999","13","FALSE"
"Gini","ta44_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"LB","mindis","TRUE","11770","8","8","FALSE","1199561","226237","17","370814334","3050","603","226237","205834","16","FALSE"
"Gini","ta61_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","22091","1506","-22091","FALSE","1199339","163603","47","264323164","5060","1014","163603","156324","46","FALSE"
"Gini","ta62_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB","maxeff","TRUE","21899","1869","-21899","FALSE","1199318","223306","67","250551080","5070","1012","223306","198666","66","FALSE"
"Spread","ta69_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"LB","mindis","TRUE","22212","6014","6014","FALSE","1199310","138271","40","244824240","5064","1022","138271","155301","39","FALSE"
"Spread","ta77_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB-TL","mindis","TRUE","34798","742101","742101","FALSE","18690","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","32","FALSE"
"Spread","ta64_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Simp","mindis","TRUE","15311","808919","808919","FALSE","1199333","111126","2","238902238","5046","1014","111126","108275","1","FALSE"
"Spread","ta51_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB","maxeff","TRUE","14899","798154","-14899","FALSE","1199521","185091","85","212538703","3817","762","185091","100056","84","FALSE"
"Spread","ta43_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Simp","mindis","TRUE","8686","1776","1776","TRUE","384850","138698","9","250589889","3040","603","138698","105504","8","FALSE"
"Spread","ta78_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"LB","maxeff","TRUE","42710","1200724","-42710","FALSE","47570","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","173","FALSE"
"Gini","ta74_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"Simp","mindis","TRUE","37841","1559","1559","FALSE","21700","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","16","FALSE"
"Spread","ta70_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB-TL","mindis","TRUE","17304","77748","77748","FALSE","1199332","134013","10","260140639","5056","1015","134013","90456","9","FALSE"
"Spread","ta42_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"LB","maxeff","TRUE","11813","812702","-11813","FALSE","1199553","239876","27","497208247","3052","605","239876","138679","26","FALSE"
"Spread","ta72_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","40710","1354548","-40710","FALSE","32170","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","143","FALSE"
"Spread","ta79_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Simp","mindis","TRUE","35473","243911","243911","FALSE","10210","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","12","FALSE"
"Spread","ta74_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"LB-TL","maxeff","TRUE","30174","1811224","-30174","FALSE","26450","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","118","FALSE"
"Spread","ta47_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"LB","maxeff","TRUE","9720","45038","-9720","TRUE","13650","7115","38","10552355","3052","602","7115","33573","37","FALSE"
"Spread","ta79_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"Simp","maxeff","TRUE","22747","1128144","-22747","FALSE","19320","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","102","FALSE"
"Spread","ta79_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"LB-TL","maxeff","TRUE","31385","959743","-31385","FALSE","34850","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","136","FALSE"
"Spread","ta78_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"LB-TL","maxeff","TRUE","13431","1201943","-13431","FALSE","1198764","1295904","50","910927725","10098","2012","1295904","1757806","49","FALSE"
"Gini","ta72_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Simp","maxeff","TRUE","13084","2000","-13084","FALSE","1198642","241097","28","236575493","10098","2013","241097","1032130","27","FALSE"
"Spread","ta76_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Simp","maxeff","TRUE","37390","1107615","-37390","FALSE","40120","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","141","FALSE"
"Gini","ta52_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"LB","maxeff","TRUE","18855","1983","-18855","FALSE","1199485","264669","42","241595308","3813","765","264669","225954","41","FALSE"
"Spread","ta66_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"LB","mindis","TRUE","19659","31884","31884","FALSE","1199333","129150","12","235185729","5058","1013","129150","114130","11","FALSE"
"Spread","ta78_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Simp","maxeff","TRUE","18421","2120913","-18421","FALSE","1198692","143357","66","260926698","10094","2016","143357","303372","65","FALSE"
"Spread","ta72_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"LB","mindis","TRUE","35346","709063","709063","FALSE","20630","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","22","FALSE"
"Spread","ta46_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"LB-TL","maxeff","TRUE","13240","286370","-13240","FALSE","1199562","210002","39","412330637","3054","607","210002","160170","38","FALSE"
"Spread","ta78_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"LB-TL","mindis","TRUE","35154","1166067","1166067","FALSE","23750","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","35","FALSE"
"Spread","ta35_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"LB-TL","maxeff","TRUE","11009","494966","-11009","FALSE","1199660","231082","52","323091740","2295","479","231082","166704","51","FALSE"
"Spread","ta36_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","8683","1","1","FALSE","1199668","338834","17","352219352","2299","453","338834","217423","16","FALSE"
"Gini","ta55_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Simp","mindis","TRUE","15901","102","102","FALSE","1199448","242438","4","244030369","3807","768","242438","181164","3","FALSE"
"Gini","ta55_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"LB-TL","mindis","TRUE","16111","542","542","FALSE","1199485","229766","32","229606388","3811","763","229766","201741","31","FALSE"
"Spread","ta37_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"LB-TL","maxeff","TRUE","9841","346437","-9841","FALSE","1199660","275436","34","347305735","2301","459","275436","167336","33","FALSE"
"Gini","ta64_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"LB-TL","maxeff","TRUE","19571","663","-19571","FALSE","1199342","162237","56","279914489","5044","1030","162237","217723","55","FALSE"
"Spread","ta74_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB","maxeff","TRUE","44119","2355604","-44119","FALSE","24680","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","126","FALSE"
"Gini","ta38_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"LB","maxeff","TRUE","9158","1790","-9158","FALSE","1199667","269956","22","413214446","2299","458","269956","148790","21","FALSE"
"Spread","ta79_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"LB","maxeff","TRUE","40280","620110","-40280","FALSE","25480","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","135","FALSE"
"Gini","ta52_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB-TL","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta55_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","maxeff","TRUE","6414","1957","-6414","FALSE","1199496","390875","26","303463102","3813","759","390875","250715","25","FALSE"
"Spread","ta40_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","8545","0","0","TRUE","317910","108079","13","112433419","2291","453","108079","92551","12","FALSE"
"Spread","ta79_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","35295","1036269","1036269","FALSE","28740","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","51","FALSE"
"Spread","ta62_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Simp","maxeff","TRUE","18046","689905","-18046","FALSE","1199354","773739","47","1283348818","5068","1011","773739","101329","46","FALSE"
"Gini","ta59_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB-TL","mindis","TRUE","13793","2959","2959","FALSE","1199483","279871","5","243754769","3811","760","279871","218999","4","FALSE"
"Spread","ta33_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"Simp","mindis","TRUE","9165","6","6","FALSE","1199661","311221","10","323503417","2295","453","311221","183518","9","FALSE"
"Spread","ta50_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"Simp","maxeff","TRUE","9509","294814","-9509","TRUE","181080","56087","31","115036076","3056","601","56087","53974","30","FALSE"
"Spread","ta33_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Simp","maxeff","TRUE","9951","246472","-9951","FALSE","1199660","274798","39","300743810","2299","459","274798","197188","38","FALSE"
"Gini","ta74_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"Simp","mindis","TRUE","37821","1653","1653","FALSE","22910","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","25","FALSE"
"Spread","ta51_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"LB","maxeff","TRUE","18389","325117","-18389","FALSE","1199488","261023","80","237315333","3819","942","261023","328197","79","FALSE"
"Gini","ta80_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"LB","mindis","TRUE","33663","279","279","FALSE","18650","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","31","FALSE"
"Gini","ta75_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Simp","maxeff","TRUE","11245","1955","-11245","FALSE","1198694","113274","20","319498346","10090","2010","113274","406834","19","FALSE"
"Spread","ta79_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"Simp","mindis","TRUE","35296","2062160","2062160","FALSE","7650","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","8","FALSE"
"Spread","ta62_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB-TL","maxeff","TRUE","16850","1401789","-16850","FALSE","1199325","103026","51","234997951","5068","1013","103026","108122","50","FALSE"
"Spread","ta80_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB-TL","maxeff","TRUE","40047","1835469","-40047","FALSE","36630","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","169","FALSE"
"Spread","ta46_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"LB","mindis","TRUE","11800","97","97","FALSE","1199587","258735","19","408570825","3052","603","258735","191486","18","FALSE"
"Spread","ta57_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"LB","maxeff","TRUE","21105","39978","-21105","FALSE","1199489","229367","73","205444074","3811","1506","229367","239190","72","FALSE"
"Gini","ta33_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"LB","mindis","TRUE","9606","18","18","FALSE","1199681","312908","14","340582864","2297","453","312908","248252","13","FALSE"
"Spread","ta79_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB-TL","maxeff","TRUE","40280","1759385","-40280","FALSE","26490","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","135","FALSE"
"Spread","ta48_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"LB","mindis","TRUE","10993","11416","11416","FALSE","1199536","241516","9","397798872","3050","603","241516","161284","8","FALSE"
"Spread","ta52_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"LB","mindis","TRUE","15603","6254","6254","FALSE","1199462","273324","36","238104506","3811","762","273324","177501","35","FALSE"
"Spread","ta77_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB-TL","maxeff","TRUE","16073","751134","-16073","FALSE","1198729","151062","44","283419946","10116","2014","151062","239655","43","FALSE"
"Gini","ta69_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"LB-TL","mindis","TRUE","22816","419","419","FALSE","1199296","166697","13","251679351","5068","1016","166697","258903","12","FALSE"
"Gini","ta60_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"LB-TL","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta79_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","35297","774074","774074","FALSE","11570","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","16","FALSE"
"Spread","ta72_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB","maxeff","TRUE","40028","3116460","-40028","FALSE","30450","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","139","FALSE"
"Spread","ta73_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"Simp","mindis","TRUE","35573","2811522","2811522","FALSE","14180","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","17","FALSE"
"Spread","ta80_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB","maxeff","TRUE","21765","706842","-21765","FALSE","1198680","88845233","98","1375186663","10106","2015","88845233","52663450","97","FALSE"
"Gini","ta56_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB-TL","maxeff","TRUE","17786","609","-17786","FALSE","1199451","212865","66","213141435","3809","764","212865","248701","65","FALSE"
"Spread","ta73_5a_alloc1.dzn","Chuffed",1200000,100,20,5,"Simp","mindis","TRUE","35603","1673020","1673020","FALSE","12160","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","9","FALSE"
"Spread","ta42_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Simp","mindis","TRUE","11658","10322","10322","FALSE","1199562","309479","9","521665571","3052","603","309479","197474","8","FALSE"
"Spread","ta54_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"LB","maxeff","TRUE","18551","485375","-18551","FALSE","1199475","188703","69","209324144","3819","859","188703","240301","68","FALSE"
"Gini","ta33_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"LB-TL","maxeff","TRUE","9826","1150","-9826","FALSE","1199644","242296","24","333883496","2299","458","242296","142685","23","FALSE"
"Gini","ta77_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Simp","mindis","TRUE","34885","1172","1172","FALSE","12620","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","10","FALSE"
"Gini","ta36_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Simp","mindis","TRUE","9115","172","172","FALSE","1199662","310061","7","320037545","2299","516","310061","178570","6","FALSE"
"Gini","ta58_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"LB-TL","maxeff","TRUE","15711","908","-15711","FALSE","1199483","159343","61","229604976","3825","763","159343","83992","60","FALSE"
"Spread","ta55_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"LB-TL","maxeff","TRUE","12972","180971","-12972","FALSE","1199517","185374","50","226170174","3813","762","185374","98950","49","FALSE"
"Spread","ta52_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Simp","maxeff","TRUE","17603","345829","-17603","FALSE","1199471","209607","59","224440653","3809","936","209607","172605","58","FALSE"
"Gini","ta51_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"LB","mindis","TRUE","14189","281","281","FALSE","1199509","263758","6","225195840","3813","764","263758","117010","5","FALSE"
"Spread","ta74_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"LB","maxeff","TRUE","11395","1083479","-11395","FALSE","1198623","129461","44","405133796","10096","2011","129461","263467","43","FALSE"
"Spread","ta66_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta47_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"LB-TL","mindis","TRUE","8762","1","1","TRUE","23830","11668","15","18359971","3048","603","11668","37929","14","FALSE"
"Spread","ta73_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"LB-TL","mindis","TRUE","35563","1829351","1829351","FALSE","5770","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","3","FALSE"
"Gini","ta51_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"LB","maxeff","TRUE","18026","1146","-18026","FALSE","1199514","228070","61","207995594","3819","902","228070","318759","60","FALSE"
"Gini","ta77_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"LB","mindis","TRUE","34799","769","769","FALSE","12390","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","18","FALSE"
"Spread","ta54_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","maxeff","TRUE","9529","504862","-9529","FALSE","1199473","152608","42","211920504","3819","862","152608","104415","41","FALSE"
