"mzn","dzn","solver","timeout","nJ","nM","nA","mode","case","learning","UTIL","disp","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"Gini","ta80_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","33916","413","413","FALSE","1198672","168724","20","199588302","10096","2021","168724","211679","19","FALSE"
"Gini","ta58_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"LB-TL","mindis","TRUE","14636","718","718","FALSE","1199478","222085","20","225305878","3823","763","222085","179350","19","FALSE"
"Spread","ta45_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Simp","mindis","TRUE","10647","0","0","TRUE","296960","95979","9","133965366","3042","603","95979","76465","8","FALSE"
"Spread","ta72_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"LB","maxeff","TRUE","41004","2914707","-41004","FALSE","28330","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","138","FALSE"
"Spread","ta64_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Simp","maxeff","TRUE","7557","614509","-7557","FALSE","1199270","247231","31","305661216","5048","1009","247231","468483","30","FALSE"
"Spread","ta63_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB-TL","mindis","TRUE","16725","1207971","1207971","FALSE","1199337","145980","6","318336524","5068","1003","145980","143245","5","FALSE"
"Gini","ta73_5a_alloc1.dzn","Chuffed",1200000,100,20,5,"LB","mindis","TRUE","35570","1005","1005","FALSE","4870","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","7","FALSE"
"Spread","ta43_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Simp","mindis","TRUE","8880","0","0","TRUE","236730","101353","14","162173217","3038","603","101353","93305","13","FALSE"
"Spread","ta74_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB","mindis","TRUE","37750","548457","548457","FALSE","21540","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","18","FALSE"
"Gini","ta58_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"Simp","mindis","TRUE","16141","229","229","FALSE","1199479","303297","11","274927557","3821","762","303297","202639","10","FALSE"
"Gini","ta41_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","11654","23","-11654","FALSE","1199579","212805","26","494431759","3052","607","212805","121057","25","FALSE"
"Spread","ta49_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","11481","909162","-11481","FALSE","1199594","232016","25","477391725","3048","608","232016","141805","24","FALSE"
"Gini","ta80_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"Simp","maxeff","TRUE","41013","1520","-41013","FALSE","30310","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","135","FALSE"
"Spread","ta79_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"Simp","mindis","TRUE","35343","463908","463908","FALSE","13810","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","12","FALSE"
"Spread","ta33_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Simp","maxeff","TRUE","10049","328902","-10049","FALSE","1199661","277011","29","339880414","2297","459","277011","161928","28","FALSE"
"Gini","ta57_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"LB","mindis","TRUE","12643","766","766","FALSE","1199471","336358","40","208206554","3809","764","336358","207703","39","FALSE"
"Spread","ta75_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","22061","1602316","-22061","FALSE","20540","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","101","FALSE"
"Gini","ta73_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","35948","916","916","FALSE","8200","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","10","FALSE"
"Gini","ta78_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Simp","mindis","TRUE","35113","1860","1860","FALSE","7830","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","10","FALSE"
"Spread","ta61_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"LB-TL","mindis","TRUE","20965","556","556","FALSE","1199339","199105","14","272097697","5056","1015","199105","202951","13","FALSE"
"Gini","ta54_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","maxeff","TRUE","9529","1783","-9529","FALSE","1199444","219583","29","251022988","3819","808","219583","183152","28","FALSE"
"Gini","ta47_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"LB","maxeff","TRUE","9725","550","-9725","TRUE","23980","9907","33","18624817","3050","601","9907","33395","32","FALSE"
"Spread","ta41_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","11976","11449","-11976","FALSE","1199561","223488","24","528862020","3052","608","223488","111385","23","FALSE"
"Gini","ta31_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Simp","maxeff","TRUE","10299","893","-10299","FALSE","1199650","237580","33","393290926","2291","458","237580","134929","32","FALSE"
"Spread","ta80_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","33822","179025","179025","FALSE","18480","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","22","FALSE"
"Gini","ta43_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"Simp","mindis","TRUE","8952","261","261","TRUE","382140","136924","7","247991606","3040","603","136924","102671","6","FALSE"
"Spread","ta78_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"LB","maxeff","TRUE","39401","3078910","-39401","FALSE","40490","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","149","FALSE"
"Gini","ta59_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Simp","maxeff","TRUE","18083","1351","-18083","FALSE","1199478","177533","52","239007576","3811","825","177533","184978","51","FALSE"
"Gini","ta39_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"LB-TL","mindis","TRUE","8294","3","3","FALSE","1199655","307910","9","367120048","2289","453","307910","154332","8","FALSE"
"Gini","ta59_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"LB-TL","mindis","TRUE","14123","856","856","FALSE","1199451","195344","4","231550984","3809","761","195344","133314","3","FALSE"
"Spread","ta50_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Simp","mindis","TRUE","8379","1122","1122","TRUE","453260","169116","21","284482224","3052","603","169116","94935","20","FALSE"
"Spread","ta50_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Simp","maxeff","TRUE","9429","184650","-9429","TRUE","188350","57250","34","117214385","3056","601","57250","68235","33","FALSE"
"Spread","ta65_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"LB-TL","mindis","TRUE","17030","48649","48649","FALSE","1199350","120741","6","259582020","5058","1013","120741","114940","5","FALSE"
"Spread","ta73_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"LB","mindis","TRUE","35609","1275523","1275523","FALSE","23640","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","25","FALSE"
"Gini","ta36_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","9089","8","8","FALSE","1199676","308037","14","334900267","2299","463","308037","229918","13","FALSE"
"Gini","ta48_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Simp","mindis","TRUE","9113","179","179","FALSE","1199560","298710","5","473248722","3050","603","298710","188417","4","FALSE"
"Spread","ta52_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB-TL","maxeff","TRUE","16939","726453","-16939","FALSE","1199475","308570","46","220983081","3811","970","308570","157122","45","FALSE"
"Gini","ta48_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Simp","mindis","TRUE","9699","0","0","TRUE","28970","11570","6","26013595","3048","603","11570","37874","5","FALSE"
"Spread","ta72_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"LB","maxeff","TRUE","40919","1473140","-40919","FALSE","30900","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","151","FALSE"
"Gini","ta53_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"LB-TL","mindis","TRUE","13558","1457","1457","FALSE","1199479","171753","9","217529355","3813","765","171753","84237","8","FALSE"
"Spread","ta80_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"LB","maxeff","TRUE","38828","757913","-38828","FALSE","34600","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","162","FALSE"
"Spread","ta74_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"LB","mindis","TRUE","37786","1433582","1433582","FALSE","22180","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","28","FALSE"
"Gini","ta34_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Simp","mindis","TRUE","9358","5","5","FALSE","1199673","313229","6","314071361","2297","453","313229","212908","5","FALSE"
"Gini","ta32_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"LB-TL","mindis","TRUE","8653","0","0","TRUE","52300","22204","11","21834553","2295","453","22204","41137","10","FALSE"
"Gini","ta75_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"Simp","mindis","TRUE","35495","1070","1070","FALSE","14410","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","7","FALSE"
"Gini","ta76_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"Simp","mindis","TRUE","33788","1023","1023","FALSE","18440","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","24","FALSE"
"Spread","ta69_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB","maxeff","TRUE","24692","834286","-24692","FALSE","1199347","210507","70","247578608","5070","1037","210507","247577","69","FALSE"
"Gini","ta75_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"LB","mindis","TRUE","35759","1466","1466","FALSE","19700","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","32","FALSE"
"Spread","ta73_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","42469","1516043","-42469","FALSE","29880","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","138","FALSE"
"Spread","ta44_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"LB","maxeff","TRUE","13426","80747","-13426","FALSE","1199554","201428","38","359143637","3052","610","201428","174701","37","FALSE"
"Gini","ta72_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"LB","maxeff","TRUE","18104","2000","-18104","FALSE","17430","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","89","FALSE"
"Gini","ta60_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB-TL","maxeff","TRUE","14567","1769","-14567","FALSE","1199506","252539","38","249816865","3819","764","252539","141959","37","FALSE"
"Gini","ta60_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"LB-TL","maxeff","TRUE","16816","1858","-16816","FALSE","1199501","179891","56","241087057","3819","763","179891","176344","55","FALSE"
"Spread","ta73_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"Simp","mindis","TRUE","35532","3432573","3432573","FALSE","9530","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","13","FALSE"
"Spread","ta75_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","35513","423334","423334","FALSE","14570","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","14","FALSE"
"Spread","ta70_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB","maxeff","TRUE","21797","696253","-21797","FALSE","1199342","168136","57","241967179","5060","1013","168136","242669","56","FALSE"
"Spread","ta72_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"LB-TL","mindis","TRUE","35506","759062","759062","FALSE","20650","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","16","FALSE"
"Spread","ta42_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"LB-TL","maxeff","TRUE","12477","77006","-12477","FALSE","1199561","232805","40","514031500","3052","606","232805","140893","39","FALSE"
"Gini","ta49_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Simp","mindis","TRUE","9504","300","300","FALSE","1199556","276780","8","426869334","3048","603","276780","190321","7","FALSE"
"Gini","ta54_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"LB","maxeff","TRUE","18440","996","-18440","FALSE","1199507","226221","60","195555897","3815","916","226221","323913","59","FALSE"
"Gini","ta62_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Simp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta72_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"LB","mindis","TRUE","35353","726","726","FALSE","25060","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","29","FALSE"
"Gini","ta62_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"LB-TL","maxeff","TRUE","23464","1944","-23464","FALSE","1199340","142497","49","254546883","5070","1012","142497","145410","48","FALSE"
"Spread","ta63_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Simp","mindis","TRUE","16978","7816993","7816993","FALSE","1199341","164007","2","269086997","5068","1014","164007","122476","1","FALSE"
"Gini","ta76_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"Simp","maxeff","TRUE","32167","1982","-32167","FALSE","1198629","102871834","64","1319070365","10098","2020","102871834","31475558","63","FALSE"
"Gini","ta49_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","10784","741","-10784","FALSE","1199584","221615","31","454735912","3048","608","221615","122187","30","FALSE"
"Spread","ta50_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","9592","833569","-9592","TRUE","214490","60911","41","138095624","3054","601","60911","61576","40","FALSE"
"Gini","ta77_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB","maxeff","TRUE","39590","1173","-39590","FALSE","16580","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","82","FALSE"
"Spread","ta38_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"LB-TL","maxeff","TRUE","9132","125118","-9132","FALSE","1199655","287344","26","366320094","2299","458","287344","183233","25","FALSE"
"Gini","ta74_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"LB-TL","maxeff","TRUE","44119","601","-44119","FALSE","25010","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","120","FALSE"
"Gini","ta68_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Simp","mindis","TRUE","16607","491","491","FALSE","1199302","148910","6","253508393","5058","1013","148910","256104","5","FALSE"
"Spread","ta58_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Simp","maxeff","TRUE","17636","284672","-17636","FALSE","1199501","226408","77","191277203","3821","763","226408","258325","76","FALSE"
"Gini","ta69_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Simp","maxeff","TRUE","22960","1922","-22960","FALSE","1199324","173369","50","269824449","5070","1015","173369","230530","49","FALSE"
"Gini","ta65_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"LB","mindis","TRUE","21138","403","403","FALSE","1199362","203177","8","279502061","5062","1012","203177","256122","7","FALSE"
"Spread","ta31_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Simp","maxeff","TRUE","10155","951600","-10155","FALSE","1199664","260790","28","392872220","2291","458","260790","146813","27","FALSE"
"Gini","ta76_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"Simp","maxeff","TRUE","39254","1292","-39254","FALSE","1198607","687279","124","1096506089","10090","2020","687279","275865","123","FALSE"
"Gini","ta37_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Simp","maxeff","TRUE","9856","1472","-9856","FALSE","1199652","263695","32","379017921","2301","460","263695","150852","31","FALSE"
"Spread","ta74_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"LB-TL","mindis","TRUE","37762","1206529","1206529","FALSE","23830","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","23","FALSE"
"Spread","ta72_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"LB","maxeff","TRUE","32748","830727","-32748","FALSE","1198756","2056234","170","55860147","10100","2018","2056234","421771","169","FALSE"
"Gini","ta68_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB-TL","maxeff","TRUE","21414","1461","-21414","FALSE","1199339","138784","53","255983539","5062","1013","138784","265224","52","FALSE"
"Gini","ta61_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"LB-TL","maxeff","TRUE","22121","1115","-22121","FALSE","1199281","131222","65","240427832","5058","1015","131222","225259","64","FALSE"
"Spread","ta50_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"LB-TL","mindis","TRUE","8379","1122","1122","TRUE","67260","24603","13","46680613","3052","603","24603","43868","12","FALSE"
"Gini","ta52_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","maxeff","TRUE","15141","1301","-15141","FALSE","1199460","280165","40","215475241","3813","762","280165","128605","39","FALSE"
"Spread","ta75_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"Simp","mindis","TRUE","35495","1183473","1183473","FALSE","12470","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","8","FALSE"
"Gini","ta73_9a_alloc2.dzn","Chuffed",1200000,100,20,9,"Simp","mindis","TRUE","35620","1373","1373","FALSE","17850","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","14","FALSE"
"Spread","ta74_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","30188","1816498","-30188","FALSE","28220","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","119","FALSE"
"Gini","ta58_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","maxeff","TRUE","16983","1118","-16983","FALSE","1199491","223718","55","211255672","3825","763","223718","204554","54","FALSE"
"Spread","ta34_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Simp","maxeff","TRUE","11377","389808","-11377","FALSE","1199661","237986","34","333276892","2301","459","237986","152945","33","FALSE"
"Spread","ta69_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Simp","maxeff","TRUE","22847","495448","-22847","FALSE","1199352","160345","59","226765143","5070","1015","160345","206425","58","FALSE"
"Spread","ta56_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Simp","mindis","TRUE","15681","1051730","1051730","FALSE","1199501","190934","6","230911476","3805","763","190934","114435","5","FALSE"
"Spread","ta74_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB","mindis","TRUE","37790","443985","443985","FALSE","19650","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","9","FALSE"
"Spread","ta53_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"LB","maxeff","TRUE","17833","866069","-17833","FALSE","1199476","182299","87","193978731","3811","765","182299","242114","86","FALSE"
"Gini","ta62_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","24192","1940","-24192","FALSE","215080","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","44","FALSE"
"Gini","ta50_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"LB","mindis","TRUE","8379","39","39","TRUE","88920","29213","12","56183732","3052","603","29213","43194","11","FALSE"
"Gini","ta53_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Simp","mindis","TRUE","13671","245","245","FALSE","1199449","232335","15","249253364","3809","765","232335","162073","14","FALSE"
"Gini","ta62_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"LB","maxeff","TRUE","18046","425","-18046","FALSE","1199373","116712","37","233571367","5066","1011","116712","90244","36","FALSE"
"Gini","ta68_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","21065","1599","-21065","FALSE","1178480","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","40","FALSE"
"Spread","ta76_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB","maxeff","TRUE","39254","1904416","-39254","FALSE","23750","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","143","FALSE"
"Gini","ta64_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","19805","1750","-19805","FALSE","1199320","161977","107","256238796","5046","1014","161977","269684","106","FALSE"
"Spread","ta59_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"LB-TL","maxeff","TRUE","9489","499330","-9489","FALSE","1199468","169270","32","194647628","3815","790","169270","85611","31","FALSE"
"Spread","ta42_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","11857","704760","-11857","FALSE","1199584","239284","27","561896004","3052","606","239284","119952","26","FALSE"
"Gini","ta55_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","15497","176","176","FALSE","1199505","276665","41","281453986","3809","762","276665","450865","40","FALSE"
"Spread","ta34_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Simp","maxeff","TRUE","11386","192460","-11386","FALSE","1199660","242600","39","275461194","2301","460","242600","176098","38","FALSE"
"Gini","ta35_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"LB-TL","mindis","TRUE","9116","1","1","FALSE","1199680","307318","13","348672603","2291","546","307318","176490","12","FALSE"
"Spread","ta70_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","22031","256400","-22031","FALSE","1199367","144794","70","230463427","5058","1013","144794","179358","69","FALSE"
"Spread","ta79_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"LB-TL","mindis","TRUE","35297","1070938","1070938","FALSE","19430","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","14","FALSE"
"Spread","ta51_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"Simp","maxeff","TRUE","14795","119358","-14795","FALSE","1199466","128205","57","213656299","3817","762","128205","85503","56","FALSE"
"Spread","ta57_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","15589","1320818","1320818","FALSE","1199442","240480","5","222136470","3811","765","240480","883711","4","FALSE"
"Spread","ta51_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","12575","3","3","FALSE","1199459","206671","30","243369815","3815","763","206671","260785","29","FALSE"
"Spread","ta78_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"LB","mindis","TRUE","35123","20590","20590","FALSE","21090","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","19","FALSE"
"Gini","ta65_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Simp","mindis","TRUE","19461","63","63","FALSE","1199333","149444","8","256832890","5058","1121","149444","200418","7","FALSE"
"Spread","ta53_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"LB","mindis","TRUE","14326","2098418","2098418","FALSE","1199484","148548","8","228109790","3813","1961","148548","662843","7","FALSE"
"Gini","ta55_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB-TL","mindis","TRUE","14501","623","623","FALSE","1199481","154559","2","215728728","3809","762","154559","73238","1","FALSE"
"Spread","ta65_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"LB-TL","maxeff","TRUE","19911","611683","-19911","FALSE","1199288","134584","58","259818928","5062","1013","134584","121062","57","FALSE"
"Gini","ta49_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"LB","maxeff","TRUE","11338","12","-11338","FALSE","1199570","217996","33","488429492","3048","608","217996","135902","32","FALSE"
